text,category
are there age requirements,Account Enquiry
Is there an age limit for opening an account?,Account Enquiry
Can my 8 year old grandson open an account at the bank?,Account Enquiry
What is the minimum age required to open an account with your service?,Account Enquiry
"If I want to get an account for my daughter, can I do that?",Account Enquiry
How old do you have to be to open an account?,Account Enquiry
I have young kids. Can they use this service?,Account Enquiry
Do you have an age limit?,Account Enquiry
How old do you have to be?,Account Enquiry
Could my daughter open an account?,Account Enquiry
Can I open an account for my children?,Account Enquiry
What would the age limit be?,Account Enquiry
What are the age requirements for service?,Account Enquiry
I am 16 and just started working at McDonalds can I deposit my checks at your bank?,Account Enquiry
Is there a possibility to open an account for my sons and daughters?,Account Enquiry
Is there an age limit to get an account?,Account Enquiry
what is the age limit for opening a new account,Account Enquiry
Is my daughter eligible to open an account?,Account Enquiry
How do I set up an account for my children?,Account Enquiry
May I get an account for my daughter?,Account Enquiry
What is the minimum age limit?,Account Enquiry
How old must I be to open an account?,Account Enquiry
What is the age limit?,Account Enquiry
Can my children have an account?,Account Enquiry
Is there any way I could open an account for my daughter?,Account Enquiry
Can I get an account for my daughter?,Account Enquiry
How old do you need to be to open an account?,Account Enquiry
Do you offer account services for children and teens?,Account Enquiry
From which age can my kids use your service?,Account Enquiry
What is the youngest age for an account?,Account Enquiry
I have kids and I'm curious at what age could they start to use your service.,Account Enquiry
At what age can I open an account?,Account Enquiry
I'd like to open an account for my children. How can I do that?,Account Enquiry
Can I open up an account for my child?,Account Enquiry
Is there a limit for age?,Account Enquiry
How can I open an account for my children?,Account Enquiry
Do you have a children account available?,Account Enquiry
At what age can my children use your service?,Account Enquiry
I want to open an account for my child.,Account Enquiry
At what age can a person open an account?,Account Enquiry
How old do kids have to be to open an account?,Account Enquiry
What is your age limit?,Account Enquiry
How old do my kids need to be to use your service?,Account Enquiry
I would like to get an account for my child.,Account Enquiry
Would I be able to open an account for my daughter?,Account Enquiry
Can my teenager have an account?,Account Enquiry
What age do you have to be to open an account?,Account Enquiry
How old do my kids need to be to open an account?,Account Enquiry
As my kids get older are they able to get set up with their own accounts?,Account Enquiry
Is there an age limit to when my child can use these services?,Account Enquiry
How many years old do I have to be?,Account Enquiry
Do you have a limit for someone's age?,Account Enquiry
Do you have any accounts for children ?,Account Enquiry
Can my daughter make an account?,Account Enquiry
"I need to set up an account for my daughter, how would I do that?",Account Enquiry
How old can one use your service?,Account Enquiry
Do you have to be 18 to make an account?,Account Enquiry
Would I be able to get an account for my child?,Account Enquiry
Can I get an account for my son?,Account Enquiry
DO I have to be 18 to open an account?,Account Enquiry
Am I allowed to get an account for my daughter?,Account Enquiry
My daughter needs to open account.,Account Enquiry
Can I open an account for my offspring?,Account Enquiry
Do you offer account's for minors?,Account Enquiry
What are the age limits for your service?,Account Enquiry
How old do you need to be to have an account?,Account Enquiry
How old does my daughter need to be to have her own account?,Account Enquiry
"My son has just turned 13, is he old enough for an account?",Account Enquiry
Do you guys have any age restrictions?,Account Enquiry
Is there a minimum age for having an account?,Account Enquiry
How old does one need to be?,Account Enquiry
My daughter needs an acount.,Account Enquiry
What is the age requirement?,Account Enquiry
Is there a certain age I need to be?,Account Enquiry
Is my child too young to sign up?,Account Enquiry
Am I able to open an account for my children?,Account Enquiry
Can I make an account for my daughter?,Account Enquiry
What's the youngest I can be to open an account?,Account Enquiry
Do you have an age requirement when opening an account with your service?,Account Enquiry
Is it possible for me to set up separate accounts for my kids?,Account Enquiry
Should i uninstall the app before i try it again?,Usage Issue
How come when I tried to pay contactless at the bus it didnt work?,Usage Issue
Why is my contactless not working?,Usage Issue
My contactless payments don't work.,Usage Issue
how many days processing new card?,Usage Issue
I'm confused. My contactless is suddenly not working anywhere that I try to use it. How do I fix it?,Usage Issue
Would reinstalling the app solve the problem?,Usage Issue
I've tried using my contactless in several locations today and it's not working anywhere. It seemed fine before. How do I get it to work again?,Usage Issue
What do I have to do to get the contactless to work?,Usage Issue
The terminal I paid at wouldn't take my card. Is something wrong?,Usage Issue
Why wasn't my contactless accepted at the metro?,Usage Issue
Can I make a contactless payments?,Usage Issue
I can't get a contactless payment to work.,Usage Issue
Contactless payments need to be enabled for my card.,Usage Issue
Help me to set up contactless payments.,Usage Issue
My contactless stopped working today for no good reason. It's not working no matter where I try to use it. Can you please help me fix it?,Usage Issue
I'm confused ass to why my contactless is not working.,Usage Issue
I need help fixing my contactless. It's not working anywhere I go today.,Usage Issue
The contactless payments are not working.,Usage Issue
how to get new card?,Usage Issue
How do I troubleshoot my contactless?,Usage Issue
How can I fix my contactless?,Usage Issue
Any charges applicable for new card?,Usage Issue
I have a contactless that's broken.,Usage Issue
My contactless is non-functional.,Usage Issue
How can i get new card?,Usage Issue
My contactless stopped working today no matter where I try to use it. How do I get it to start working again?,Usage Issue
How do I troubleshoot when contactless doesn't work?,Usage Issue
How can I fix my card if the contactless function didn't work this morning?,Usage Issue
"I was trying to use contactless earlier, but it didn't work.",Usage Issue
Why wouldn't my contactless work for the metro?,Usage Issue
Are my contactless settings correct? I tried to use it today but it wasn't working.,Usage Issue
I am having problems with my contactless.,Usage Issue
"I am having issues using contactless payments, could my card be damaged?",Usage Issue
"What is the reason when I tried to pay contactless at the bus, it didnt work?",Usage Issue
Is there a top up fee for transfer?,Account Enquiry
Will there be a charge for topping up by account with a SEPA transfer?,Account Enquiry
What are the charges for receiving a SEPA transfer?,Account Enquiry
Is there a charge for SEPA transfers?,Account Enquiry
Will I be charged a fee for a SEPA transfer?,Account Enquiry
What is the fee to top-up my account,Account Enquiry
Will you guys charge me for topping up by transfer?,Account Enquiry
Can you tell me the cost of a transfer?,Account Enquiry
Do you receive SWIFT transfers?,Account Enquiry
What is the charge for receiving a SEPA transfer?,Account Enquiry
Will I receive all the money sent to my account by SEPA transfer?,Account Enquiry
Am I going to see a charge for a SEPA transfer?,Account Enquiry
Can I do a SWIFT transfer?,Account Enquiry
What would I be charged in receiving a SEPA transfer?,Account Enquiry
How much is it to receive money?,Account Enquiry
Is there a charge for using transfers for top ups?,Account Enquiry
"If someone sends me money, will I be charged?",Account Enquiry
Do you accept SWIFT transfers?,Account Enquiry
Am I charged for receiving money?,Account Enquiry
Will I be charged for topping up by transfer?,Account Enquiry
Will I be charged any fee for receiving money?,Account Enquiry
Are there fees for receiving a SEPA transfer?,Account Enquiry
Is there a fee to top up by bank transfers?,Account Enquiry
Do you offer SWIFT transfers?,Account Enquiry
Will I be charged for a top off transfer?,Account Enquiry
Will I be charged for receiving money?,Account Enquiry
To receive money are there charges?,Account Enquiry
Will there be a charge when money is added to my account?,Account Enquiry
What are the fees associated with top up via transfer?,Account Enquiry
Can I use SWIFT transfers?,Account Enquiry
How much does a transfer cost?,Account Enquiry
Is there a fee for a SEPA transfer,Account Enquiry
why do you charge for transfers?,Account Enquiry
Is there a fee to make a transfer?,Account Enquiry
What is the charge to make a transfer,Account Enquiry
"If I were to transfer, what would the cost be?",Account Enquiry
Does it cost anything to transfer money for a top-up?,Account Enquiry
Will I be fined for topping up by transfer?,Account Enquiry
what is the price of a transfer?,Account Enquiry
If I top-up by using a trasfer are there charges that applied?,Account Enquiry
Do I get charged if I get money?,Account Enquiry
Would I be able to use SWIFT transfers?,Account Enquiry
Are there any charges for receiving money?,Account Enquiry
how much will I be charged for making a transfer?,Account Enquiry
For topping-up is there a charge?,Account Enquiry
Can I transfer money using the SWIFT service?,Account Enquiry
Is there a charge for transfers?,Account Enquiry
is there a fee for swift transfer,Account Enquiry
How much does it cost to top up by transfer?,Account Enquiry
What are the fees for using transfer to top off my account?,Account Enquiry
Do you charge anything for topping up?,Account Enquiry
Are SWIFT Transfers available at this bank?,Account Enquiry
"If I were to do a transfer, what is the rate for that?",Account Enquiry
How much do I need to pay for a transfer?,Account Enquiry
Is there a charge for getting my money?,Account Enquiry
Does this program take SWIFT transfers?,Account Enquiry
What does it cost to receive a SEPA transfer?,Account Enquiry
How much will it be in order to pay with a bank transfer using SEPA?,Account Enquiry
Will there be a fee if I receive a SEPA transfer,Account Enquiry
Am I charged if I make a top-up?,Account Enquiry
do you have a fee for receiving a SEPA transfer?,Account Enquiry
What does a transfer cost?,Account Enquiry
Am I able to do a SWIFT transfer with you?,Account Enquiry
Is a SWIFT transfer acceptable?,Account Enquiry
Will I be charged for adding money by transfer?,Account Enquiry
How much will it cost me for a SEPA transfer?,Account Enquiry
How much would it cost me if I transfer?,Account Enquiry
What should I expect to be charged on a SEPA transfer?,Account Enquiry
What is the cost of a transfer?,Account Enquiry
"I want to top up my account by a bank transfer, but will I be charged?",Account Enquiry
Am I able to do a SWIFT transfer?,Account Enquiry
Are you aware of any charges for receiving money?,Account Enquiry
Are SWIFT transfers supported?,Account Enquiry
Is there a charge for receiving money?,Account Enquiry
Can I transfer using SWIFT?,Account Enquiry
Am I going to be charged for receiving  money?,Account Enquiry
What are the additional charges for a SWIFT transfer?,Account Enquiry
Does it cost me anything to top up my account via bank transfer?,Account Enquiry
How much does it cost to make transfers?,Account Enquiry
How much would it cost me for a bank transfer to top up my account?,Account Enquiry
Do you take SWIFT transfers?,Account Enquiry
Is there a fee for topping off by transfer?,Account Enquiry
Will I be charged for receiving the money?,Account Enquiry
"For SEPA transfers, what kind of charge will be applied?",Account Enquiry
Are there topping up fees if I have to transfer?,Account Enquiry
Am I going to be charged for topping up by transfer?,Account Enquiry
What is the handling fee for transfer?,Account Enquiry
Does it cost me to add cash?,Account Enquiry
Do I get charged if I am receiving money?,Account Enquiry
Are you going to charge me to collect the money?,Account Enquiry
Can I Transfer from SWIFT?,Account Enquiry
what is the fee for a transfer into my account,Account Enquiry
Do I pay a fee for SEPA transfers?,Account Enquiry
Is there a cost to receive money?,Account Enquiry
"I'd like to make a SEPA transfer to my account, but will I be charged?",Account Enquiry
Can third party fees affect a transfer?,Account Enquiry
Do you charge for transfers?,Account Enquiry
Will I be charged for topping up my account using a bank transfer?,Account Enquiry
How much would I be charged for a transfer?,Account Enquiry
Is there a top up fee?,Account Enquiry
are SWIFT transfers an option?,Account Enquiry
How much does it cost to do a transfer?,Account Enquiry
"If I top up by transfer, am I going to be charged?",Account Enquiry
What are the charges for recieving SEPA transfers?,Account Enquiry
Are there any fees associated with receiving money?,Account Enquiry
How much does each transfer cost?,Account Enquiry
Is there any fees associated with receiving money with this account?,Account Enquiry
Will I be charged to top off my account?,Account Enquiry
What kind of fee is there to top-up my account?,Account Enquiry
Do you process SWIFT transfers?,Account Enquiry
I want to do a swift transfer,Account Enquiry
How long does a top-up take to go through?,Usage Issue
I am under the impression that my top up is still pending,Usage Issue
How long will it take for my money to be deposited?,Usage Issue
i put money on my card and i dont see it on the balance,Usage Issue
I have a top-up that's still pending and wanted to know about it.,Usage Issue
"It is still pending, I am still waiting. Your system just shows my top-up as pending. What is happening?",Usage Issue
Why is my top up not completing?,Usage Issue
What if my top up doesn't go through?,Usage Issue
"Sort your top up out please! It's been pending since an hour already, can you please make this go through asap I really need the money",Usage Issue
Says that my top-up is incomplete?,Usage Issue
It appears my top-up is still pending.,Usage Issue
My top up did not go through yet.,Usage Issue
Seems like my top-up has not gone through,Usage Issue
How long will my top-up stay pending?,Usage Issue
I think my top up is still pending?,Usage Issue
"Something is wrong with the top up! I'm a regular customer and use your service all the time, usually this works but now it just shows up as pending",Usage Issue
why isn't my top-up going through?,Usage Issue
I topped up but it isn't in my account,Usage Issue
When will my top-up happen?,Usage Issue
"My top up has been pending for an hour already, and I really need this to go through as soon as possible.  Can you help?",Usage Issue
What is the reason my top-up is still pending?,Usage Issue
how long does it take to reflect in my balance a top up,Usage Issue
My top-up is taking a while to process!,Usage Issue
My top up is incomplete.,Usage Issue
My top-up funds aren't available yet.,Usage Issue
Why hasn't my top-up finished pending yet?,Usage Issue
Where are my funds? I topped off my car but it didn't seem to complete.,Usage Issue
"I tried to top up, but the funds show up as pending. I thought it was instant?",Usage Issue
"I tried to top up, but it didn't finish.",Usage Issue
Should my top-up be completed by now?,Usage Issue
My top up did not complete.,Usage Issue
Why hasnt my top up gone through yet?? I thought it was suppose to be instant? Am I wrong? Why is it still pending?,Usage Issue
"I topped up and went to buy something, but it says that my funds are pending. Is there a way to quicken this process?",Usage Issue
When will my top up be approved?,Usage Issue
My top-up didn't go through; it still says pending. What's up with that?,Usage Issue
I can't find the money I just added to my account.,Usage Issue
What does it mean if my top-up has not gone through?,Usage Issue
"My top up hasn't gone through yet, why?",Usage Issue
I've been waiting for a top up to come through for over an hour and I need the funds now.,Usage Issue
"Hello, I am a new customer, and just tried topping up for the first time. According to your information, the transaction should be instant - why does it still show as pending?",Usage Issue
I attempted to top up my account but it's been frozen in a pending state for well over an hour now! Is this normal? I'm a new customer and this is my first time doing this. I assumed it would be done quicker than this.,Usage Issue
My account is  new  why can I  not top up,Usage Issue
"Help, I don't see my money i just added.",Usage Issue
What happened to my Top-Up? It's not reflected.,Usage Issue
"I'm waiting on a top-up, its still pending",Usage Issue
I'm a new customer and tried topping up today for the first time. It's still pending and doesn't seem to be working. I need to get this fixed.,Usage Issue
"Needed gas, been delayed for half an hour.Please fix it!",Usage Issue
Yesterday I topped up my card. Why didn't it complete as it still pending?,Usage Issue
Tell my why my top-up is pending.,Usage Issue
How long should I wait for top up go go through ?,Usage Issue
Top-up is loaded into the card and no update.,Usage Issue
My top-up seems to be pending for a long time?,Usage Issue
"I already paid to top-up but the funds aren't available yet, where are they?",Usage Issue
What do I do if my top-up has not gone through?,Usage Issue
My top-up hasn't gone through,Usage Issue
Is my top up not working?,Usage Issue
My top up is pending still,Usage Issue
Why has my top up not gone through yet?,Usage Issue
"Hi, I tried topping up for the first time today (I'm a new customer), and the transaction has shown as pending for the last half an hour. Can you fix it?",Usage Issue
My top up says it is still pending,Usage Issue
I topped up about half an hour ago and the charge is still pending. I'm a new customer and today is my first time doing this. Can you fix it? It doesn't seem to be working.,Usage Issue
How long does it take for my top up to clear?,Usage Issue
how long should i expect to wait when i add money,Usage Issue
I'm still waiting for the top-up!,Usage Issue
Is there a problem with the top up system? My transaction hasn't gone through properly,Usage Issue
How long will my top-up be pending?,Usage Issue
I believe my top up is still pending,Usage Issue
Why hasn't my top up gone through?,Usage Issue
Why is  my  top  up for  my  new account  not  instant,Usage Issue
My money hasn't been deposited yet. When will it be?,Usage Issue
I'm still waiting for my top-up to go through,Usage Issue
How long after a failed topup will funds refurn to account,Usage Issue
My top is still pending.,Usage Issue
My top-up hasn't happened yet.,Usage Issue
Has my top up gone through?,Usage Issue
How long does it take for a top-up?,Usage Issue
I used my card to top up but it's saying it is still pending. What does this mean?,Usage Issue
When will my top-up go through?,Usage Issue
How long does it take for a top up to go through,Usage Issue
i have a pending top-up,Usage Issue
Why is the top-up I made still pending.,Usage Issue
My top-up is still pending,Usage Issue
My top up is still pending,Usage Issue
My top-up is taking a very long time to complete.,Usage Issue
I do not think the pop up went through yet.,Usage Issue
how long are my top ups pending,Usage Issue
Did I do something incorrectly? Where is my top-up?,Usage Issue
Why hasn't my top-up gone through?,Usage Issue
Should my top up still be pending?,Usage Issue
top up is still pending,Usage Issue
I have been waiting for my top-up to complete and it still hasn't gone through.,Usage Issue
Im trying to top up my card but it's still pending and it's been an hour. Is there any way to make it go through faster? Do I not have enough?,Usage Issue
Please explain why my top-up hasn't been processed yet?,Usage Issue
Why can't I see my funds after I topped up?,Usage Issue
My top up hasn't gone through,Usage Issue
I'm pretty sure my top up is still pending.,Usage Issue
When will my top-up be completed?,Usage Issue
"My top up keeps showing pending?  How long will things be like this?  Days, weeks, months?  I need the money quite urgently for an important coffee purchase, can you please let me know when top up will work?",Usage Issue
"I think something is wrong with your top up.  I've been waiting a little over an hour for this to go through, can you send it through for me?",Usage Issue
How long do top-ups take to go through,Usage Issue
I tried topping up for the first time today since I am a new customer. It doesn't appear that it's working. It has been pending for at least half an hour. Please take care of this.,Usage Issue
"How long is a top up supposed to be pending, because an hour is too long! Can you fix this to go through?",Usage Issue
There is a top up that has been pending for an hour and I don't know why.  I was expecting it immediately and need it now!,Usage Issue
Can you tell me what is wrong ? I top-up with you all the time but this time it just shows my top-up as pending. What is happening?,Usage Issue
My top-up appears to be pending.,Usage Issue
Is there a reason that my top-up is still pending?,Usage Issue
why is top up pending,Usage Issue
"I topped-up my account, but I don't think it went through.",Usage Issue
The top-up is broken.,Usage Issue
"Is there something wrong with my top up I did an hour ago? it's still pending. I need that money, i cant afford to wait or have it come back to me.",Usage Issue
Why is my top-up pending?,Usage Issue
"How come my top-up didn't go through instantly, like it usually does?",Usage Issue
It's been some time since refilled the top-up.,Usage Issue
I added money to the card but the transaction didn't go through,Usage Issue
How long do I need to wait til my top up isn't pending?,Usage Issue
top up not completed,Usage Issue
It appears my top-up has not gone through.,Usage Issue
"Even though I added money ey to the card, I couldn't use it",Usage Issue
How long does it take for a top up to be approved?,Usage Issue
How do I make my top up complete?,Usage Issue
What is taking so long with my top up?,Usage Issue
When will my top up be applied?,Usage Issue
Can you look into why my most recent top-up is showing as pending? I thought it was supposed to be instantaneous.,Usage Issue
I just made a top-up but it shows as pending! I use your service all the time and have never had a problem before. Why does it keep showing up as pending?,Usage Issue
How long does my top up pending last?,Usage Issue
"I topped up last night but don't have any funds, why not?",Usage Issue
How long should it take for my top-up to finish? I've been waiting a while.,Usage Issue
Is there a reason my top-up has not gone through?,Usage Issue
Problem with my top up going through,Usage Issue
How do I know if my top-up went through?,Usage Issue
Can you please sort out your top up? I need this to go through asap because I really need the money. It's already been pending for an hour.,Usage Issue
Can you tell me why my pop-up is still pending?,Usage Issue
"new customer and filling gas for the first time today, not working,",Usage Issue
What's taking my top-up so long?,Usage Issue
What is wrong with my top-up?,Usage Issue
When will my top up process?,Usage Issue
Can you explain to me why a top-up would still be pending?,Usage Issue
How long will it take for my top up to work? It's still pending,Usage Issue
Isn't my top-up supposed to mean its complete?,Usage Issue
What is the reason that my top-up is still pending?,Usage Issue
When will my top up go through?,Usage Issue
Please sort your top up! My top up has been pending for an hour already. Can you please make it go through as soon as possible. I really need the money.,Usage Issue
My top-up has not posted.,Usage Issue
I made a top up yesterday but it's still pending.,Usage Issue
"Hello, I'm a brand new customer and tried topping up for the first time today. It has been pending for half an hour and doesn't seem to be working. Please resolve this.",Usage Issue
I have a new card and I can't add money to it.  I tried about 30 minutes ago and it is still pending.  What do I do?,Usage Issue
I'm not certain my top-up went through yet.,Usage Issue
I've been waiting for over an hour for a top up to go through.  How long is this supposed to take?  I really need this money.,Usage Issue
Where to check top ups pending?,Usage Issue
Cancel a transaction,Account Enquiry
Am I able to cancel a transfer I just made,Account Enquiry
"I needed to make a payment on my account, but I typed in the incorrect number.  The app won't allow me to cancel this transaction.  I need it cancelled ASAP!!",Account Enquiry
I made a mistake this morning when I did a transfer. How do I reverse it?,Account Enquiry
Can I cancel a transaction?,Account Enquiry
"Hi, I sent a payment to the wrong account number - can you cancel it as soon as possible?",Account Enquiry
How do I revert a transaction?,Account Enquiry
I just realized I made the wrong transaction yesterday. Would  you please make it correct?I need it by tomorrow Please.,Account Enquiry
How do i cancel a charge?,Account Enquiry
"I didn't want to make a transaction, I want to revert it",Account Enquiry
Is there a way to undo a transaction?,Account Enquiry
"I accidentally made a payment from the wrong account yesterday. It's my rent payment, and it's very large, so the account I paid from won't be able to cover the amount. It's really important that the payment be made from the right account?",Account Enquiry
I would like help to revert a transaction I did this morning,Account Enquiry
Please help revert my transaction from this morning.,Account Enquiry
Is there any way to cancel my transfer,Account Enquiry
I messed up a transfer and need to reverse it.,Account Enquiry
"Please cancel my most recent transfer, it was a mistake. This is an emergency. It needs to be canceled before it goes through.",Account Enquiry
I made a mistake and performed a transaction on the wrong account!,Account Enquiry
I want to revert a transaction I did this morning,Account Enquiry
I need to change a transfer.,Account Enquiry
How do I cancel a transaction?,Account Enquiry
I need to cancel a transaction please!,Account Enquiry
I want to revert a transaction I did,Account Enquiry
"Could I please cancel my transfer, I paid it into the wrong account. I need to pay it into the right account by tomorrow.",Account Enquiry
I need a transfer cancelled.,Account Enquiry
I did a transaction this morning and now I want to cancel it.,Account Enquiry
A transfer has to be cancelled.,Account Enquiry
Is it possible to cancel a transaction?,Account Enquiry
I messed up and made a transaction using the wrong account.,Account Enquiry
One of my transactions needs to be canceled.,Account Enquiry
I need to stop a transaction that I made.,Account Enquiry
I need to cancel a transfer I made.,Account Enquiry
"My transfer was wrong, are you able to stop it before it goes through please?",Account Enquiry
I used the wrong account.,Account Enquiry
I've made a horrible mistake!  I transferred money to the wrong account by accident!  I entered one of the digits wrong.  I need this cancelled immediately please.,Account Enquiry
What are the steps I need to take to cancel a transaction?,Account Enquiry
I would like to cancel a transfer...is this possible?,Account Enquiry
I want to cancel the transaction I made earlier,Account Enquiry
I submitted a transaction but it was for the incorrect account.,Account Enquiry
"I stupidly initiated a rent payment from the wrong account yesterday. It can't be paid from that account, but it really needs to get paid on time. Am I able to move the payment to the right account?",Account Enquiry
Can you help me to quickly cancel a transaction I accidentally did to the wrong account?,Account Enquiry
"I don't think the transaction has gone through, so can I cancel a transfer?",Account Enquiry
I wanna revert a transaction i did this morning.,Account Enquiry
I did a transaction to a wrong account!,Account Enquiry
Please help me cancel a transaction.,Account Enquiry
I entered a typo when I was transferring money and now I've sent it to an incorrect account.  This is so bad!  I need it cancelled now.,Account Enquiry
How fast can you fix an error in payment?  I made a payment in the wrong account yesterday and it needs to be adjusted by tomorrow for my rent.,Account Enquiry
Please cancel my last transaction.,Account Enquiry
How to cancel a transaction,Account Enquiry
I need to cancel a transfer,Account Enquiry
Help me cancel a transfer.,Account Enquiry
"who do I talk to, to cancel a transfer?",Account Enquiry
Help! I need to cancel a transaction.,Account Enquiry
I made a mistake and need to cancel a transfer.,Account Enquiry
If I make a mistake can I cancel the transaction?,Account Enquiry
I need to cancel a transaction.,Account Enquiry
I don't need to transfer anymore and I want to cancel it.,Account Enquiry
How do I cancel a transfer?,Account Enquiry
"I made a mistake on the last transfer I made, who must I speak with to cancel?",Account Enquiry
Who do I call to cancel a transfer?,Account Enquiry
It is extremely important that I cancel the transfer I made yesterday and put the money into a different account.  Is this possible?,Account Enquiry
I made a transaction to the wrong account!,Account Enquiry
Is there any way to cancel a recent transfer?  I did not mean to make it and need to make sure it does not go through.,Account Enquiry
Is there a way to revert a transaction?,Account Enquiry
I have a transaction and would like to know if I it's cancelable?,Account Enquiry
I accidentally made a payment to a wrong account. What should I do?,Account Enquiry
How can I cancel my transfer?,Account Enquiry
I just realized I made the wrong transaction  yesterday. Would  you please make it correct?I need it by tomorrow.,Account Enquiry
Am I able to stop a transfer?,Account Enquiry
"I made a transaction, but I made it to an account I didn't mean to make it to.",Account Enquiry
stop the transaction,Account Enquiry
I need to reverse a transaction,Account Enquiry
I just realised I made the wrong payment yesterday. Can you please change it to the right account? It's my rent payment and really really needs to be in the right account by tomorrow,Account Enquiry
"I've just made a money transfer to the wrong account, I need to stop the money from being moved as it may be going to someone I don't know.  Please can you help?",Account Enquiry
Please help!  The app won't let me cancel a money transfer.  I accidently sent money to an account that wasn't mine.  I need this cancelled immediately.,Account Enquiry
Help me cancel a transaction.,Account Enquiry
"I already made a transfer and want to cancel it, how do I do that?",Account Enquiry
"Hi , I just came to know I made the wrong transaction  yesterday. Would  you please make it correct?I need it by tomorrow.",Account Enquiry
I sent a payment to the wrong account number - can that transaction be reversed? I am worried about accidentally giving my money away.,Account Enquiry
I want to reverse a transaction I did this morning,Account Enquiry
"I need you to stop the transfer I just started as soon as possible, I just realized it's not correct!",Account Enquiry
I would like to cancel my previous transaction,Account Enquiry
I need urgent help. I realize I sent my payment to the wrong account number. I made a typo. Please cancel the transfer now. There isn't an option from the app.,Account Enquiry
"I made a mistake and did a transaction to a wrong account, can I cancel?",Account Enquiry
"Hi, I made a transfer yesterday that I need to reverse.  I need to put the money in a different account.",Account Enquiry
I need urgent help. I realize I sent my payment to the wrong account number. I made a typo. Please cancel the transfer immediately. I cannot do anything from the app.,Account Enquiry
I want to cancel a transaction.,Account Enquiry
"I made a rent payment from the wrong account yesterday. It absolutely has to go through tomorrow, so can you please reroute the payment to the right account?",Account Enquiry
"I no longer want to transfer funds, can we cancel that transaction?",Account Enquiry
"I made a mistake when sending a payment, sending it to the wrong account number (with a typo) - can you please cancel the transaction?",Account Enquiry
I need to cancel my recent transfer as soon as possible. I made an error there. Please help before it goes through.,Account Enquiry
I am trying to revert a transcation I did this morning,Account Enquiry
A payment I made is for a wrong amount can you help me correct the mistake.,Account Enquiry
I inadvertently completed a transaction on a wrong account.,Account Enquiry
I used the wrong account number!,Account Enquiry
How can I cancel a transfer I made,Account Enquiry
"I made a mistake of transferring, can I cancel my previous transfer?",Account Enquiry
"I made a mistake when making my last transfer, please cancel before it goes thru.",Account Enquiry
Can I stop a transaction?,Account Enquiry
I wish to cancel a transfer,Account Enquiry
I want to take back my transaction,Account Enquiry
Is it possible for a transaction to be cancelled?,Account Enquiry
"Hey i need help urgently. I just realised I sent my payment to the wrong account number, there is a typo! Please cancel it immediately, I can't do it anymore from the app",Account Enquiry
is it possible to cancel transactions?,Account Enquiry
Help! I made a transfer in error and need to cancel it before it's complete!,Account Enquiry
I made a terrible mistake when typing in my account number.  I accidently sent money to the wrong account.  I noticed the app won't allow me to void the transaction.  Can someone help me with this immediately?,Account Enquiry
Is it possible to cancel my transfer?,Account Enquiry
How do I fix a transaction to the wrong account?,Account Enquiry
I goofed up and used the wrong account.  Please help.,Account Enquiry
I want to cancel a transfer I just made.,Account Enquiry
Cancel Transaction,Account Enquiry
"Could you refund my transaction, I paid it into the wrong account. I need to be able to pay it into the right account by tomorrow.",Account Enquiry
My transaction is on the wrong account.,Account Enquiry
"I paid my rent into the wrong account, could you please pay it into the right account, it needs to be done by tomorrow.",Account Enquiry
How do I go about cancelling a transaction?,Account Enquiry
"I have arranged a transfer, but no longer need to send it. How do I stop the transfer?",Account Enquiry
I would like to cancel a transfer,Account Enquiry
"Please help me, there is a transaction in the incorrect account.",Account Enquiry
How can I revert a transaction from this morning?,Account Enquiry
How do I cancel a recent transfer?,Account Enquiry
Please can you block the transaction I just sent from my account? It was a payment but I accidently typed in the wrong details and think it might have gone to the wrong place.,Account Enquiry
I made a transaction this morning but I need to revert it now.,Account Enquiry
I made the incorrect payment for my rent yesterday and this needs to be fixed by no later than tomorrow. How can you help?,Account Enquiry
I recently made a transfer but I need to cancel it as soon as possible.  Please let me know when this happens.,Account Enquiry
I made a transfer into my account and now I need to cancel it,Account Enquiry
"Cancel my transfer, please.",Account Enquiry
I need to cancel a transaction immediately.,Account Enquiry
Please help me!  A payment I made had an error on the account number and I can't cancel on my side.  Can you cancel it?,Account Enquiry
I need to cancel my recent transfer quickly since I made a mistake. Please help before it goes through.,Account Enquiry
Can I cancel a transfer I made,Account Enquiry
Where do I go to cancel a transaction?,Account Enquiry
How can I cancel a transaction to a wrong account?,Account Enquiry
There's been a transaction to the wrong account.,Account Enquiry
Please cancel the transfer I just made.  I put in the wrong account number and can't seem to stop it on the app.,Account Enquiry
I want to revert this mornings transaction.,Account Enquiry
"I didn't mean to do the transfer, is there any way to cancel it?",Account Enquiry
I need immediate assistance in canceling a transfer which was a mistake. Please help me quickly so this does not go through.,Account Enquiry
Cancelling a transaction,Account Enquiry
The wrong account was used during a transaction.,Account Enquiry
I just initiated a transfer but I'd like to cancel it.,Account Enquiry
My morning transaction needs to be canceled.,Account Enquiry
My transaction from earlier needs to be reversed.,Account Enquiry
I recently made a transfer that I would like to cancel,Account Enquiry
"Yesterday, I made an incorrect payment to the wrong account for my rent payment. I need this addressed as soon as possible and the funds transferred to the correct account by no later than tomorrow.",Account Enquiry
What do I need to do to cancel a transaction?,Account Enquiry
How can I cancel this transaction?,Account Enquiry
Help please!  My rent payment is coming out tomorrow and I made a payment mistake yesterday! Can you put in in the correct account?,Account Enquiry
